"V1" "V2" "V3" "V4"
"81" 8.96367374968158e-21 6.03696357233354e-08 1.2812702301831e-19 2.71413902777992e-107
"82" 3.65764787926541e-18 6.58070295730778e-07 1.75257631116368e-19 1.28502270252504e-106
"83" 1.58296197805294e-20 2.94658038822787e-09 4.35723247538815e-21 1.90667534468646e-106
"84" 1.48531869565945e-15 4.32825901636655e-06 1.64819637536333e-19 7.60062677769361e-106
"85" 3.18967123166138e-18 1.65262562452683e-07 1.28909500277995e-19 3.74949527394057e-105
"86" 1.46140115478319e-18 1.02493069825069e-07 5.75145796477107e-20 3.74949527394057e-105
"87" 4.70012966892909e-18 9.6508787117344e-08 7.041789471587e-20 4.76693050596308e-105
"88" 1.4912281695002e-104 0.762052110089328 5.25432020706985e-31 3.64657468218971e-07
"89" 0.319213746336084 7.19967798451144e-104 1.24857105469477e-82 0.871931194515178
"90" 7.61321507820075e-104 0.425274969005015 4.70477788541685e-08 0.763999293300217
"91" 1.90114473110593e-20 8.47786808031996e-08 8.59963911520442e-20 3.08216624497796e-104
"92" 6.81487054177497e-16 1.22903134684575e-07 9.67133126049952e-19 5.6966525402623e-104
"93" 4.38287865185439e-20 1.65943394953397e-07 6.99696856330587e-20 8.09809770465774e-104
"94" 5.44750128954201e-17 1.36963066014902e-06 1.17469483829384e-18 8.09809770465774e-104
"95" 0.0198820533577548 6.41493626233776e-103 1.73022581319934e-69 0.732760554161231
"96" 3.94991624391533e-20 2.52790030271263e-07 1.0564696895363e-19 2.70160960949281e-103
"97" 1.01528959782077e-17 3.90534664581061e-07 2.59740873608015e-19 1.15431954406801e-102
"98" 3.94991624391533e-20 1.38339816828063e-07 1.59231798214425e-19 1.45203024503333e-102
"99" 1.61177904464551e-18 5.94303277935283e-08 4.24201997469206e-20 1.86458181676995e-102
"100" 2.17808206097551e-17 4.46618365906346e-07 3.46102130670694e-20 1.57386649145356e-100
"101" 0.492977067646694 7.89318656611593e-100 4.10085582777189e-64 0.869104149512737
"102" 1.46278714336027e-15 2.75056709292572e-05 5.78105060991638e-21 3.7120221659306e-99
"103" 1.50732516119494e-18 1.5573617072952e-07 3.92341554329892e-19 5.62110659977549e-98
"104" 1.12168438131867e-16 8.33835358820477e-08 5.03214606797278e-19 6.36754325876775e-98
"105" 1.3498082039934e-16 5.82756242659363e-06 1.35709128798917e-17 1.79921596170613e-97
"106" 5.35950079932985e-97 0.848467597664497 8.29368500116711e-29 7.09352890296666e-08
"107" 9.23047347980549e-96 0.84575746120726 6.56539516985083e-29 6.23084875609331e-07
"108" 2.90612432975449e-95 9.9164267000014e-08 0.0288013881137128 0.00377783631299458
"109" 5.68485741409336e-73 0.808915483202611 0.794091996395439 1.62684072337288e-94
"110" 2.87496163398358e-71 0.858062098098313 0.77390537980401 1.06353752127115e-93
"111" 0.0403719870634903 8.63438413784836e-93 2.14660819639183e-62 0.588923558896566
"112" 7.39086725692881e-71 0.868196037088653 0.734576876439394 3.05521017129161e-93
"113" 1.14359446626287e-69 0.854059015602661 0.779359785995309 7.29385870274969e-92
"114" 6.73852808425313e-69 0.862106470792847 0.775741870733826 2.07512176786988e-91
"115" 8.40532269494943e-69 0.859256709993172 0.775741870733826 2.07512176786988e-91
"116" 7.02809891821052e-66 0.839890858259429 0.794394701476532 2.56534073391576e-91
"117" 4.58305048553791e-66 0.842106007216017 0.787784276309924 2.56534073391576e-91
"118" 9.51479765569562e-68 0.837636472781241 0.792766533207141 2.56534073391576e-91
"119" 5.6257888502494e-67 0.844089954951879 0.795153009860983 3.89699859542106e-91
"120" 1.64979696821592e-65 0.842106007216017 0.78609034505426 5.55361357880312e-91
"121" 4.58305048553791e-66 0.84642198039385 0.780906483231289 7.1820990517133e-91
"122" 5.86573174550301e-70 0.844945909641942 0.766301827716561 7.64011826289569e-91
"123" 1.46691153410032e-67 0.783857251269331 0.809977457594857 8.08238101042386e-91
"124" 1.33315016519624e-65 0.844282769800196 0.787784276309924 9.28666733181481e-91
"125" 1.87305026763068e-70 0.870919461193906 0.734576876439394 1.13443846203132e-90
"126" 8.41528949741359e-67 0.847098240494782 0.78114159714273 1.2854051932386e-90
"127" 4.81527206928965e-64 0.838365428191619 0.796797158878828 1.4811947964704e-90
"128" 1.28727269157573e-19 4.38756165181512e-06 1.0378433367869e-13 2.24207349497542e-90
"129" 8.70127214631497e-66 0.834179427251482 0.797603220152429 3.34883589693424e-90
"130" 4.96610143479877e-69 0.870019333491434 0.727574753055093 4.29745527678341e-90
"131" 2.00111877361846e-69 0.872697130228556 0.722785647234402 4.29745527678341e-90
"132" 1.01038440691827e-69 0.872697130228556 0.707818672142594 4.29745527678341e-90
"133" 7.60001217061773e-68 0.854342825462834 0.756515613000533 4.70634108202982e-90
"134" 0.000441776781818212 1.66142283618127e-89 2.26019234350079e-47 0.721205050803075
"135" 1.11555594052338e-64 0.844282769800196 0.784379523929538 7.2161814018481e-90
"136" 1.64979696821592e-65 0.831823126524336 0.787784276309924 9.31774523820413e-90
"137" 2.52545654293512e-65 0.85161105194313 0.777363685764352 9.31774523820413e-90
"138" 1.36615008862086e-68 0.783857251269331 0.809977457594857 9.77921310162089e-90
"139" 2.00111877361846e-69 0.871812030120215 0.712909287667598 1.24351018752232e-89
"140" 7.03455923093715e-67 0.83359427140863 0.798849321235296 1.24351018752232e-89
"141" 2.19935840011189e-68 0.769115397322731 0.816173038459347 1.69845440428508e-89
"142" 2.41071677792309e-66 0.855605313891112 0.773749646578768 2.00409172784217e-89
"143" 8.06933407060212e-67 0.81891421837202 0.798771429306654 6.37479608819343e-89
"144" 1.83086453553254e-67 0.860975210877567 0.77390537980401 1.18254772006203e-88
"145" 5.129728525491e-63 0.822193105806762 0.815290279472685 1.53430127778453e-88
"146" 2.19935840011189e-68 0.787360404780456 0.811550757420458 1.53430127778453e-88
"147" 6.03861845131494e-64 0.838768623839259 0.790787424183895 3.28321005820723e-88
"148" 7.87849428426762e-65 0.855342469565972 0.779359785995309 3.76857909053868e-88
"149" 3.74827313856181e-12 5.33787659202328e-06 6.95927128808294e-21 4.73324046863015e-88
"150" 2.49509600690823e-66 0.855342469565972 0.768283432520064 6.29228128893627e-88
"151" 1.69654190730487e-87 0.811932024709979 9.89205945792931e-23 1.35588549195279e-10
"152" 1.04617625836575e-66 0.851291744913341 0.772050273816449 1.04993601400799e-87
"153" 1.61613717905039e-66 0.853334555395068 0.772050273816449 1.04993601400799e-87
"154" 1.4986107733596e-64 0.854342825462834 0.78114159714273 1.35592841804842e-87
"155" 1.02295448651696e-63 0.831199702302686 0.80118541050166 1.35592841804842e-87
"156" 3.84974508646539e-66 0.839396203132002 0.786380743474193 2.26036086574682e-87
"157" 5.9362523065436e-66 0.856333584606319 0.770176356955049 3.76567646967683e-87
"158" 3.51775097406194e-67 0.853334555395068 0.756515613000533 3.76567646967683e-87
"159" 1.25566587167648e-63 0.823982440545613 0.773448798450266 4.46344436509904e-87
"160" 3.52444688141482e-64 0.860214658680596 0.777559941492764 4.85928302727409e-87
"161" 7.64631835091421e-67 0.774783663546475 0.811550757420458 7.02358260893912e-87
"162" 6.30699533856985e-66 0.778468167653719 0.810538284266528 2.0806579240572e-86
"163" 7.83294478280774e-84 0.60597148794404 0.803210372233036 1.11137086778571e-85
"164" 9.19716855221376e-64 0.839267194883829 0.784113233110886 1.0219858425999e-84
"165" 6.78389549490825e-64 0.863658880355013 0.828968338927309 1.22774894432949e-82
"166" 0.154949093496238 6.50008763331607e-82 3.98972363911119e-50 0.640352003843542
"167" 1.26209941747786e-81 0.720799718226101 0.721683493757348 2.74394892696804e-81
"168" 5.52169280094033e-79 0.689078873852691 0.774742444324465 1.8999018690227e-81
"169" 3.87176723793385e-79 0.685313123208363 0.774742444324465 1.8999018690227e-81
"170" 2.26706455280145e-13 3.21543620987902e-06 1.51704270175694e-17 2.08730124938284e-81
"171" 0.000349314141734081 6.05815221079631e-81 1.61057364780201e-48 0.615610755361378
"172" 1.33207518909321e-79 0.707174894422542 0.757542005051733 2.74394892696804e-81
"173" 5.52169280094033e-79 0.692795195552121 0.774742444324465 2.74394892696804e-81
"174" 1.90168022396379e-79 0.685313123208363 0.777461245716322 2.74394892696804e-81
"175" 3.87176723793385e-79 0.685313123208363 0.774742444324465 3.96157319138928e-81
"176" 3.87176723793385e-79 0.689078873852691 0.771982462152047 3.96157319138928e-81
"177" 2.27634675869649e-78 0.700081270647111 0.76344892672032 3.96157319138928e-81
"178" 2.71392384687443e-79 0.707174894422542 0.751454568454875 3.96157319138928e-81
"179" 7.26189648067628e-15 0.00012233426679303 3.80401961969938e-15 4.57158475465011e-81
"180" 2.71392384687443e-79 0.685313123208363 0.771982462152047 5.71749970933233e-81
"181" 2.71392384687443e-79 0.677631690825375 0.777461245716322 5.71749970933233e-81
"182" 9.32763200759698e-80 0.717462614451774 0.741973232100335 5.71749970933233e-81
"183" 7.87202851881828e-79 0.681497529216407 0.780139509921942 1.18966176709201e-80
"184" 1.33207518909321e-79 0.673715221348572 0.774742444324465 1.18966176709201e-80
"185" 2.71392384687443e-79 0.685313123208363 0.771982462152047 1.18966176709201e-80
"186" 3.02494372277428e-80 0.838152323155736 4.49050232656523e-21 2.56596719768909e-05
"187" 6.56225263984356e-78 0.69492432524587 0.766336357984385 1.71515111698412e-80
"188" 2.27634675869649e-78 0.714079767387471 0.754521185049957 1.71515111698412e-80
"189" 0.00130657030042561 5.54998145937045e-80 1.37949892319706e-34 0.000679364380666979
"190" 7.87202851881828e-79 0.703651910971112 0.757542005051733 2.47188397593493e-80
"191" 0.000188811480442113 7.64499121931663e-80 9.12019194618221e-56 0.0665654972848438
"192" 1.33207518909321e-79 0.644853300088401 0.766336357984385 3.56123456149289e-80
"193" 5.46966871154923e-60 0.858006827127449 0.651607884527261 3.84110512643205e-80
"194" 2.18831718734263e-76 0.723172083046668 0.754521185049957 5.12884863599165e-80
"195" 3.24084685860565e-78 0.723172083046668 0.748341485100573 5.12884863599165e-80
"196" 1.54338101597866e-76 0.723172083046668 0.757542005051733 5.12884863599165e-80
"197" 7.66925494315569e-77 0.726488488182363 0.751454568454875 5.12884863599165e-80
"198" 1.08814671453029e-76 0.719809199328807 0.751454568454875 5.12884863599165e-80
"199" 1.33207518909321e-79 0.851721802440862 8.02091617881916e-21 3.29774692054203e-05
"200" 1.08814671453029e-76 0.712941901849877 0.760517696885717 7.38390312345483e-80
"201" 1.59701962967541e-79 0.823369728942784 1.35358902965336e-21 2.69164820548551e-11
"202" 1.54338101597866e-76 0.726488488182363 0.757542005051733 7.38390312345483e-80
"203" 1.54338101597866e-76 0.7297589446698 0.751454568454875 1.06267118107773e-79
"204" 1.08814671453029e-76 0.723172083046668 0.748341485100573 1.06267118107773e-79
"205" 1.08814671453029e-76 0.71639931203877 0.760517696885717 1.06267118107773e-79
"206" 1.54338101597866e-76 0.723172083046668 0.751454568454875 1.06267118107773e-79
"207" 2.18831718734263e-76 0.723172083046668 0.757542005051733 1.52882797337705e-79
"208" 8.87880174418982e-12 0.00860433570727705 1.37920787383722e-09 1.87234121991651e-79
"209" 0.660125260344887 5.11363139544819e-79 3.09858247799121e-66 0.478384530779058
"210" 3.10169297919071e-76 0.732983986700331 0.754521185049957 2.19869577847024e-79
"211" 1.08814671453029e-76 0.739299981548754 0.745181263633154 2.19869577847024e-79
"212" 3.10169297919071e-76 0.723172083046668 0.754521185049957 2.19869577847024e-79
"213" 1.08814671453029e-76 0.724091573334616 0.760517696885717 3.16095613299022e-79
"214" 3.80573786489008e-77 0.692795195552121 0.760517696885717 3.16095613299022e-79
"215" 9.0709092660029e-79 0.643317014930138 0.748565403494673 2.10304823876837e-76
"216" 0.673128265344587 1.57763197247626e-78 6.94090017849634e-66 0.500060826477512
"217" 0.66992493636015 2.76746920074378e-78 6.94090017849634e-66 0.489288579145795
"218" 0.00386095333595408 3.19265354533041e-78 2.2504189990734e-51 0.0487695348648549
"219" 9.96120983708522e-75 0.696462515082122 0.769180650917555 1.3455499099031e-78
"220" 1.76527653368846e-75 0.710650688172698 0.757542005051733 1.3455499099031e-78
"221" 7.05195271730881e-75 0.703651910971112 0.76344892672032 1.3455499099031e-78
"222" 5.0577664618498e-77 0.661072655196468 0.788407408366743 5.16927823523468e-78
"223" 0.00296929197745162 3.59432378162224e-77 2.39815458283114e-50 0.0538540572884964
"224" 6.23900810980593e-16 4.04197900263358e-07 9.45467844217617e-19 6.58771821936653e-77
"225" 1.33526458667566e-52 0.865668130666111 0.802749819843022 1.22721090187889e-76
"226" 0.00135698688716447 4.45337134334194e-75 4.50708630385553e-31 0.00166348373670571
"227" 4.12184328169345e-68 0.578702704597592 0.835390518951214 3.417075952446e-75
"228" 0.386219459818329 1.75218946969357e-74 2.01531027040337e-26 1.0026510035034e-19
"229" 8.60647820281637e-73 0.683129968802767 0.668477091372302 1.29918468656679e-74
"230" 5.87356814964202e-18 0.000136873865019587 1.76203374317552e-11 1.98408288834922e-74
"231" 9.91209823867113e-58 0.868084841060718 0.637326208648594 2.50865838110401e-74
"232" 1.27884742447697e-70 0.741005986304404 0.852064649860148 2.56040000260927e-74
"233" 2.04797179161534e-54 0.840186669039237 0.69732437641082 5.28881955427147e-74
"234" 3.51380740900518e-56 0.870815624545773 0.767529292665929 1.18865346000426e-73
"235" 3.35277749812177e-57 0.862677660652963 0.774290354044848 3.44758447536899e-73
"236" 2.75805600223364e-51 0.85946660964124 0.802299056802382 5.80231415961428e-73
"237" 1.18840972146883e-72 0.693822142089336 0.627778757327851 3.42910198598536e-72
"238" 4.9230840165468e-57 0.871336928511795 0.626423200747137 7.1679454074834e-73
"239" 3.87527608145562e-69 0.7297589446698 0.769180650917555 7.70851085434992e-73
"240" 2.67704068209365e-55 0.86198916314252 0.75148814982052 9.20501587214851e-73
"241" 3.65113843642352e-55 0.872245887140072 0.852919911036585 2.46943324959193e-72
"242" 2.51362089583145e-53 0.743921784660791 0.848447050086084 3.54750115837192e-72
"243" 8.1848315513271e-72 0.720419079580838 0.869447486782907 1.08250959952367e-71
"244" 3.13518158632161e-65 0.797844547966534 0.734576876439394 1.07620405328473e-71
"245" 1.16504921507041e-14 0.00534835451941795 3.00454791007108e-11 1.68704134733114e-71
"246" 4.76139133669988e-56 0.85682597374679 0.646087065403681 2.19057985234498e-71
"247" 1.46691153410032e-67 0.752438346955458 0.794280968023477 4.09029719231321e-71
"248" 5.19403225691591e-67 0.752438346955458 0.801212990486785 7.93528919398177e-71
"249" 9.59886875400632e-55 0.866225635905616 0.732491351560523 2.19523288787369e-70
"250" 2.56171851931631e-10 0.00287570788156015 3.43025092128234e-08 2.4407880321165e-70
"251" 3.8620136606502e-59 0.71888391353812 0.809801625214535 2.79653399280209e-70
"252" 1.29205465544868e-44 0.862928024803579 0.828968338927309 4.26952869925485e-70
"253" 1.15327920309729e-08 0.00194140312782753 5.41012332075668e-10 4.77152982352203e-70
"254" 4.73839469832196e-13 0.000160462122345218 5.06709130582868e-13 2.06871307096061e-69
"255" 1.19113939648528e-56 0.876164608374175 0.756915034136798 2.41786763995318e-69
"256" 1.4974450527968e-63 0.751410828030652 0.766442467378608 1.38266995377477e-68
"257" 2.79358707608583e-12 7.5844023880958e-23 1.0324430172258e-32 1.68533039085121e-68
"258" 3.25132064360826e-68 0.723067699208757 4.79386485762326e-19 4.49766012053207e-05
"259" 2.73466398950224e-52 0.820056198863579 0.67780041935933 2.34454105315052e-68
"260" 8.9466557186602e-13 6.28714915206527e-19 4.77894314099274e-28 2.40613543062841e-68
"261" 0.747622031595128 7.23165385560343e-68 1.90300388745219e-49 0.501664794985854
"262" 7.83911675873791e-68 0.354709137607557 0.0190950384529986 0.112235248833207
"263" 7.99602370910606e-60 0.690302765762449 0.830794128198585 7.712311203568e-68
"264" 0.714853735606431 3.74513037905206e-67 1.07780697107045e-53 0.520726133015969
"265" 0.0432149626817564 0.033883392781871 2.95646016091126e-08 2.9784141204125e-67
"266" 3.14244981748197e-63 0.68704259380912 0.787043391785528 4.00168061927705e-67
"267" 7.76093577009609e-62 0.820682379386769 0.710839207227048 1.12452260159431e-66
"268" 2.80554505398304e-13 2.96499779057585e-19 1.58343248795258e-27 1.58063064508914e-66
"269" 3.91604733854149e-13 1.68040099163302e-19 7.72672076736502e-28 3.34805994560769e-66
"270" 4.62363489986616e-13 1.68040099163302e-19 7.72672076736502e-28 4.86947718482324e-66
"271" 1.20694606244651e-62 0.811132811885708 0.695872488098601 5.54034544778339e-66
"272" 0.0265587904955761 3.39089943684434e-65 2.35170613119074e-44 0.148186128303238
"273" 0.0240519713088559 4.68389399300595e-65 8.56967875309454e-44 0.093117315115328
"274" 6.43717323176129e-13 5.21317184741522e-19 2.54922658973048e-27 2.16915230565669e-65
"275" 0.0217414281485048 6.46771916775801e-65 1.77312562417042e-44 0.122620968844055
"276" 7.59051486377026e-13 9.13368372181249e-19 3.23247093920454e-27 3.14778298825784e-65
"277" 8.9466557186602e-13 1.10023753604565e-18 2.54922658973048e-27 3.14778298825784e-65
"278" 1.29160723300324e-56 0.608160029906743 0.858878874004283 4.4831740345712e-65
"279" 2.79358707608583e-12 2.05003846235355e-17 1.36032846396656e-24 4.5658815574079e-65
"280" 8.9466557186602e-13 9.13368372181249e-19 2.00954039623676e-27 4.5658815574079e-65
"281" 1.09713148465007e-61 0.696693716489378 0.643578755432425 5.13440856633603e-65
"282" 0.694140017252858 1.19091655600739e-64 7.6767195898165e-53 0.431927397570235
"283" 1.08363489788115e-60 0.61679996586396 0.757791693812152 9.46954955687305e-65
"284" 1.71930470535243e-12 1.19373347259949e-17 2.12746978372541e-26 1.3896803500166e-64
"285" 0.0278892892506642 4.45150398384591e-64 9.59716816288944e-44 0.148186128303238
"286" 0.0240519713088559 4.45150398384591e-64 5.47432544832289e-44 0.132494380390713
"287" 0.67186873213387 4.6825346084332e-64 2.24007015320812e-52 0.426793398560323
"288" 2.37727332406605e-12 3.48451210086936e-21 1.76559232473778e-28 4.21260953950427e-64
"289" 1.2096986313401e-13 8.30779783615778e-18 1.36032846396656e-24 6.09125601591908e-64
"290" 4.57402898164715e-55 0.776190004697797 0.754521185049957 6.90241545861125e-64
"291" 4.07995142357127e-43 0.857520386516283 0.734994354040271 8.38071067366637e-63
"292" 2.94919233522584e-52 0.790902090051736 0.564663220977887 8.97896591418703e-63
"293" 4.43565866990231e-12 4.18898625989669e-18 5.05494225703581e-24 1.28368073961809e-62
"294" 3.40828580233086e-52 0.809348408129376 0.663471354988578 1.44596927330436e-62
"295" 0.0217414281485048 5.71383611644823e-62 1.0040996121998e-42 0.17647989291737
"296" 1.8148568023798e-44 0.872157118299016 0.685664931354896 4.15204252897988e-62
"297" 0.00514332958957249 1.25569685596563e-61 3.52933928871597e-32 0.85706562182106
"298" 0.765742467549743 2.96803277739045e-61 8.15444253436566e-50 0.809293389114964
"299" 0.69144295277726 3.088076455019e-61 2.12355726473906e-49 0.553200930393631
"300" 0.0505392502553402 4.72806293558359e-61 6.76590562736329e-43 0.220670721391656
"301" 1.28054022755147e-07 5.68347117238716e-61 5.20937464160896e-42 1.10208603525194e-09
"302" 0.577701054573216 9.09813293396346e-61 9.58522584795037e-50 0.50467381602113
"303" 7.59051486377026e-13 2.18020968326131e-18 9.42832860796456e-27 4.30704300201354e-61
"304" 6.0324365356178e-54 0.699361383256886 0.834072424130662 4.96085188026942e-61
"305" 8.54109430515093e-12 1.67351468058078e-20 9.2142671378185e-28 6.17492155182323e-61
"306" 0.0405339727478184 1.76071065847856e-60 3.2395130575595e-34 0.740951049298539
"307" 4.72810653197879e-57 0.831060996273307 0.526479838249054 1.19520045072215e-59
"308" 0.249715038499599 0.318164823930522 6.49103658848673e-08 2.37943374725024e-59
"309" 0.773804746221235 6.82576120554851e-59 3.03703418538347e-48 0.816444387734886
"310" 1.10993540508588e-53 0.721221184206055 0.806292458950669 3.59895554718726e-59
"311" 0.777724873197421 1.67244226961526e-58 2.4587321310956e-48 0.816444387734886
"312" 0.0141693138787008 2.91796089135768e-58 6.4796437221909e-39 0.101218464399072
"313" 0.717337671914137 9.29752651458114e-58 3.15207943949166e-47 0.647333740746421
"314" 0.712346815565446 9.29752651458114e-58 7.1765292317644e-47 0.650971843850896
"315" 0.709816732073449 1.44115846092538e-57 1.08163259510349e-46 0.636192084911313
"316" 0.0214658593302491 1.75845159702816e-57 2.36494249767393e-38 0.128289686287006
"317" 9.91080868443944e-15 3.16750995691878e-12 2.34420137857521e-18 1.14140946668447e-57
"318" 0.522601056122268 3.30765635480636e-57 2.51075331326763e-19 0.713386701826557
"319" 0.727896824522233 3.45525114978661e-57 8.15444253436566e-50 0.592405855799778
"320" 0.0166148039584605 4.29763739936565e-57 5.12025400161162e-38 0.123490084079418
